Channel ID,Created Date,Video ID,Published Time,Duration,Viewship,Title,Description
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,uczYXZ-N45s,5 hari lalu,6:23,11607,Kerajaan Malaysia menyekat kebebasan bersuara,Kerajaan Malaysia menyekat kebebasan bersuara
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,bCRIwC_AWkI,6 hari lalu,5:18,24737,Anwar tak setuju Najib dibebaskan,Anwar tak setuju Najib dibebaskan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,xCCZAyn0N10,7 hari lalu,5:32,15821,Kerajaan pusat sabotaj bekalan air Kelantan,Kerajaan pusat sabotaj bekalan air Kelantan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,QIsYnjf43eo,8 hari lalu,5:01,26517,Ekonomi Malaysia dalam kesesakan,Ekonomi Malaysia dalam kesesakan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,jl5SCUv9tuM,10 hari lalu,5:56,20244,Anwar Ibrahim hanya ada hasrat tapi bankrupt idea,Anwar Ibrahim hanya ada hasrat tapi bankrupt idea
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,6MeIgA1dhVU,10 hari lalu,4:33,11744,Fahmi Fadzil musuh kebebasan bersuara,Fahmi Fadzil musuh kebebasan bersuara
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,ADoeLRNu0Do,11 hari lalu,5:02,50370,"Lokman suruh undi untuk DAP, Tony Pua pula hina Umno","Lokman Adam suruh undi untuk DAP, Tony Pua pula hina Umno"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,VlfR4rTZvhI,11 hari lalu,5:07,26136,Ahmad Said dan scandal kerugian RM700 juta,Ahmad Said dan scandal kerugian RM700 juta
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,w9kZLaEKwPY,12 hari lalu,3:44,32939,"Tak payah cakap banyak, buang saja MCA dan MIC","Tak payah cakap banyak, buang saja MCA dan MIC"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,tkStis77SoM,13 hari lalu,4:18,19482,“Biawak Hidup” MCA dan MIC yang banyak kali selamatkan Umno,“Biawak Hidup” MCA dan MIC yang banyak kali selamatkan Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,Wr8-BnSFM2M,13 hari lalu,6:35,23368,Umno takde duit untuk menang 6 PRN,Umno takde duit untuk menang 6 PRN
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,ZrXLC3q0rS8,2 minggu lalu,3:57,12378,Najib hanya boleh dibebaskan pada tahun 2030,Najib hanya boleh dibebaskan pada tahun 2030
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,Tmsx7Bp5D9M,2 minggu lalu,4:22,42716,Bukit Aman tak bagi saya balik ke Malaysia,Bukit Aman tak bagi saya balik ke Malaysia
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,U01BbEafzsI,2 minggu lalu,4:12,37655,Anwar Ibrahim kena letak jawatan,Anwar Ibrahim kena letak jawatan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,Euzoq8VRvlk,2 minggu lalu,2:55,27391,Harga barang di UK lagi murah dari Madani,Harga barang di UK lagi murah dari Madani
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,I6i3MuZxIks,2 minggu lalu,5:12,48155,"""End of the road"" untuk Najib","""End of the road"" untuk Najib"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,VQMa3KsyE0A,2 minggu lalu,34:18,27242,Anwar bukan seorang reformer atau pun innovator,Anwar bukan seorang reformer atau pun innovator
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,J9EPwygDLxI,2 minggu lalu,7:17,24955,Sebab apa PH-BN marah sangat dengan PAS kerana taat kepada Quran?,"Sebab apa marah sangat dengan PAS kerana ikut Quran? Dan sebab apa PH-BN tidak juga jemput Shia, Alawite, Salafi, Wahabbi, Ibadis, Zaydīs, Ismāʿīlīs, dan lain2 lagi kepada perpaduan?"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,LpG1Xp-Tsjs,2 minggu lalu,25:47,41035,Umno dan duit berpisah tiada: Anwar dan politik wang,Umno dan duit berpisah tiada: Anwar dan politik wang
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:41,M9t64Oof6Gc,2 minggu lalu,1:20,6499,Umno perlu RM2 2 bilion untuk PRU,Umno perlu RM2 2 bilion untuk PRU
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,daXBifNDraU,2 minggu lalu,20:52,23747,Perjanjian di antara Zahid dan Anwar ditandatangani pada 11 Oktober 2020,Perjanjian di antara Zahid dan Anwar ditandatangani pada 11 Oktober 2020
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,cjFv5CmisYE,2 minggu lalu,14:41,27292,Islam bukan lagi bawah PM tapi bawah Sultan,Islam bukan lagi bawah PM tapi bawah Sultan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,3C96EWcFs9Q,2 minggu lalu,19:23,80082,Zahid dititah mengadap Najib,Zahid dititah mengadap Najib
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,PxcONN-2NkA,2 minggu lalu,15:37,9822,Umno mula mati pada tahun 1999,Umno mula mati pada tahun 1999
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,uViBkqLMgVQ,3 minggu lalu,17:27,23454,Isu Covid: SUARAM klentong rakyat,Isu Covid: SUARAM klentong rakyat
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,5NWjGBkwGho,3 minggu lalu,25:16,12174,Islamophobia: senjata untuk menyerang Perikatan Nasional,Islamophobia: senjata untuk menyerang Perikatan Nasional
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,QwkS5ma_mCc,3 minggu lalu,18:10,25881,Pengampunan Najib bukan lagi agenda Umno,Pengampunan Najib bukan lagi agenda Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,IMJeCgMFEHY,3 minggu lalu,25:01,20525,Umno sudah tahu akan kalah PRU15,Umno sudah tahu akan kalah PRU15
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,Awd15IQO8jY,3 minggu lalu,21:35,15351,Sebabnya DAP perlu minta maaf dengan Umno,Sebabnya DAP perlu minta maaf dengan Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,14MZlFjTfu0,3 minggu lalu,13:06,65061,"RM100 bilion harta Umno hilang: Nor Yakcop, Dr Mahathir dan Daim sedang berperang","RM100 bilion harta Umno hilang: Nor Yakcop, Dr Mahathir dan Daim sedang berperang"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,iSLLnQLxmdM,3 minggu lalu,25:08,9039,Pelaksanaan undang-undang Islam: buat referendum dahulu,Pelaksanaan undang-undang Islam: buat referendum dahulu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,sP8eRbzlBR0,3 minggu lalu,21:10,34110,Hanya Najib boleh selamatkan Umno,Hanya Najib boleh selamatkan Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,hvhFHCAddIY,4 minggu lalu,20:20,20039,Strategi nak jatuhkan Annuar Musa,Strategi nak jatuhkan Annuar Musa
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,GI0aNJuvjzU,4 minggu lalu,15:20,50137,Abdul Hamid Shaikh: kambing hitam untuk kenakan Annuar Musa,Abdul Hamid Shaikh: kambing hitam untuk kenakan Annuar Musa
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,0s1ygKgbuwI,1 bulan lalu,23:07,43799,Pengundi Cina tolak PN,Pengundi Cina tolak PN
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,ZTJpPR2JZaU,1 bulan lalu,21:29,59800,Anwar nak penjarakan Mahathir 20 tahun,Anwar nak penjarakan Mahathir 20 tahun
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,8Fn8y-9VkLw,1 bulan lalu,17:12,22938,Serangan atas “Gelombang Hijau” sudah bermula,Serangan atas “Gelombang Hijau” sudah bermula
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,bF8AiBpLFrQ,1 bulan lalu,13:09,33196,Dasar ekonomi Pakatan Harapan,Dasar ekonomi Pakatan Harapan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,SOjxgJfbGbg,1 bulan lalu,21:56,18892,Mengguna bangsa dan ugama tak salah dalam permainan politik,Mengguna bangsa dan ugama tak salah dalam permainan politik
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,fLJGADVk7cg,1 bulan lalu,22:23,29475,Umno di penghujung hayat,Umno di penghujung hayat
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,miNsrV8-oi8,1 bulan lalu,21:33,43902,Zahid perasan PAS nak sertai kerajaan pusat,Zahid perasan PAS nak sertai kerajaan pusat
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,k1BIbzzC0fE,1 bulan lalu,18:11,32992,Bala sumpah makan diri timpa Umno,Bala sumpah makan diri timpa Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,EnR3LyJT5Qk,1 bulan lalu,17:15,36695,Anwar mengidap ketagih membohong,Anwar mengidap ketagih membohong
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,A8HO2MSrtEA,1 bulan lalu,27:46,23574,Pakatan musuh kebebasan,Pakatan musuh kebebasan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,JqxAIbrynmM,1 bulan lalu,20:43,80479,"Mahathir saman Anwar, Anwar gigit anak Mahathir","Mahathir saman Anwar, Anwar gigit anak Mahathir"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,ywIPjM4_IPc,1 bulan lalu,17:06,76727,"Mahathir, Daim dan ramai lagi millionaire bakal ditangkap, kata Umno","Mahathir, Daim dan ramai lagi millionaire bakal ditangkap, kata Umno"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,WsjE-UzxOeY,1 bulan lalu,10:39,24076,6 PRN adalah referendum untuk Zahid Hamidi,6 PRN adalah referendum untuk Zahid Hamidi
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,1Tfd2DBuaKI,1 bulan lalu,8:28,20231,Isu Kalimah Allah: menang sorak kampung tergadai,Isu Kalimah Allah: menang sorak kampung tergadai
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,5NU6Yn19UxM,1 bulan lalu,12:44,25084,Kalau sayang Umno maka undi untuk DAP,Kalau sayang Umno maka undi untuk DAP
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:42,xfsOoLi_3jM,1 bulan lalu,13:23,36925,Umno menghadapi krisis,Umno menghadapi krisis
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,XRjXtBDBLoY,1 bulan lalu,8:30,32896,Skandal Jana Wibawa 2.0 melibatkan PKR untuk dana 6 PRN,Skandal Jana Wibawa 2.0 melibatkan PKR untuk dana 6 PRN
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,kTwrnwyG0yI,1 bulan lalu,18:24,23081,Umno salahkan pengundi tak guna otak,Umno salahkan pengundi tak guna otak
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,X8lsY5ClSgQ,1 bulan lalu,19:00,15282,Isu Kalimah Allah tidak ada penyelesaian,Isu Kalimah Allah tidak ada penyelesaian
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,opvv_fgcj4k,1 bulan lalu,16:31,17865,Najib menjadi kambing hitam atau collateral damage,Najib menjadi kambing hitam atau collateral damage
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,-Es0TmCcNmg,1 bulan lalu,23:21,27325,Anwar masuk Umno: the untold story,Anwar masuk Umno: the untold story
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,2To0PTgc3ao,1 bulan lalu,35:38,27250,May 13: the untold story,May 13: the untold story
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,A2XL50WnuPw,1 bulan lalu,16:18,32194,"Umno pulih dan bangkit semula, kubu PN akan jadi kubur PN","Umno pulih dan bangkit semula, kubu PN akan jadi kubur PN"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,fkIKPw5fffo,1 bulan lalu,21:11,20469,SPRM siasat kes Cina tipu Cina,SPRM siasat kes Cina tipu Cina
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,iIBtElEa2fo,1 bulan lalu,15:17,24609,Jangan tumbangkan kerajaan Pakatan Harapan sekarang,Jangan tumbangkan kerajaan Pakatan Harapan sekarang
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,ka1yqQHtsnE,1 bulan lalu,21:56,20733,"Pendatang dimanja, Melayu dianak-tirikan","Pendatang dimanja, Melayu dianak-tirikan"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,jbyp3Szpj8Q,1 bulan lalu,19:02,34144,Konspirasi undi-tak-percaya terhadap Anwar,Konspirasi undi-tak-percaya terhadap Anwar
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,XhVu5B9YO0A,1 bulan lalu,23:36,15322,Melayu jatuhkan Melayu,Melayu jatuhkan Melayu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,hJebO8sXRNE,1 bulan lalu,17:22,33469,"Derma RM2.6 bilion dari Saudi untuk lawan Shia dan Pakatan, kata Umno","Derma RM2.6 bilion dari Saudi untuk lawan Shia dan Pakatan, kata Umno"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,w8DsS0h0gZw,1 bulan lalu,16:42,47119,Team media Anwar sedang berperang sama sendiri,Team media Anwar sedang berperang sama sendiri
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,Uk3HDDB42KI,1 bulan lalu,11:08,23123,"Konsep PH-BN berdasar kepada kemunafikan, kata Umno","Konsep PH-BN berdasar kepada kemunafikan, kata Umno"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,E3lQVqIMORU,2 bulan lalu,21:08,36941,Krisis Perlembagaan di antara Parlimen dan Istana,Krisis Perlembagaan di antara Parlimen dan Istana
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,wUWzpkSWzs0,2 bulan lalu,23:17,45186,Proklamasi Orang Melayu,Proklamasi Orang Melayu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,PvFnfN898Is,2 bulan lalu,23:48,46316,Pakatan Harapan bantah pengampunan Najib,Pakatan Harapan bantah pengampunan Najib
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,IBHoILejado,2 bulan lalu,24:51,34219,Anwar sahkan wujud konspirasi nak tumbangkan kerajaan,Anwar sahkan wujud konspirasi nak tumbangkan kerajaan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,axhzRD_KJGg,2 bulan lalu,25:13,26142,"Amanah adalah kuda DAP, kata Umno: strategi Melayu bunuh Melayu","Amanah adalah kuda DAP, kata Umno: strategi Melayu bunuh Melayu"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,2qHOEU6Q3J8,2 bulan lalu,23:31,15557,Penggunaan air sebagai senjata politik,Penggunaan air sebagai senjata politik
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,SH-L5RTusnA,2 bulan lalu,22:03,27568,Propaganda ‘Gelombang Hijau’ untuk melalaikan PN,Propaganda ‘Gelombang Hijau’ untuk melalaikan PN
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,3aqpi0ZmCVc,2 bulan lalu,19:29,27016,Parti Amanah gagal mencapai matlamat Pakatan Harapan,Parti Amanah gagal mencapai matlamat Pakatan Harapan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,OKT6o6nINH8,2 bulan lalu,15:11,33105,DAP yang menghancurkan Umno,DAP yang menghancurkan Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,tpNASlt0HGA,2 bulan lalu,15:27,19501,Logik Umno tak logik,Logik Umno tak logik
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,AqceugKy0Xg,2 bulan lalu,17:01,45047,Anwar tunggang Raya,Anwar tunggang Raya
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,aCVa_MI0Dls,2 bulan lalu,26:39,56007,CONFIRMED: tak jumpa RM300 juta dalam akaun bank Bersatu,CONFIRMED: tak jumpa RM300 juta dalam akaun bank Bersatu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,vGtudilU5lc,2 bulan lalu,24:51,49568,Pembunuh Teoh Beng Hock nak ‘bunuh’ Muhyiddin Yassin,Pembunuh Teoh Beng Hock nak ‘bunuh’ Muhyiddin Yassin
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,An8mjZeUPYE,2 bulan lalu,21:26,33966,"Akaun bank Parti Pribumi dirampas, bukan dibeku","Akaun bank Parti Pribumi dirampas, bukan dibeku"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:43,i3pn67V9gSc,2 bulan lalu,17:41,19229,"Hakim bukan malaikat, banyak juga yang syaitan","Hakim bukan malaikat, banyak juga yang syaitan"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,7RyklPFJULI,2 bulan lalu,22:48,34959,"Lembu punya susu, Muhyiddin kena charge","Lembu punya susu, Muhyiddin kena charge"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,8njcyklsd0I,2 bulan lalu,21:46,31694,"Umno hanya penumpang, bukan tuan rumah, kata Tok Mat","Umno hanya penumpang, bukan tuan rumah, kata Tok Mat"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,ds1Y9M1F7HU,2 bulan lalu,19:20,56332,XPM lawan PMX: Anwar berharap Mahathir akan mati sebelum selesai kes mahkamah,XPM lawan PMX: Anwar berharap Mahathir akan mati sebelum selesai kes mahkamah
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,Wr0ituehUSw,2 bulan lalu,28:20,104199,"Hello, Bai, mana lagi RM500 juta yang dirampas dari rumah Najib?","Hello, Bai, mana lagi RM500 juta yang dirampas dari rumah Najib?"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,orGYkbq8Ajw,2 bulan lalu,30:41,45713,"Pakatan Harapan: cakap senang, buat tak begitu senang","Pakatan Harapan: cakap senang, buat tak begitu senang"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,xqWzKe0XVAQ,2 bulan lalu,31:06,19757,1MDB: punca kejatuhan Umno,1MDB: punca kejatuhan Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,T437CyW8J9U,2 bulan lalu,20:01,39283,Saya ulang…Pakatan Harapan yang penjarakan Najib,Saya ulang…Pakatan Harapan yang penjarakan Najib
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,zqEz-AQulzY,2 bulan lalu,33:25,26350,"Pakatan yang penjarakan Najib, Pakatanlah kena bebaskan Najib","Pakatan yang penjarakan Najib, Pakatanlah kena bebaskan Najib"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,oAkv773NKf0,2 bulan lalu,23:25,47009,"Pengampunan Najib: ditelan mati emak, diluah mati bapa","Pengampunan Najib: ditelan mati emak, diluah mati bapa"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,YoJois6O31Y,2 bulan lalu,22:53,26604,Pengampunan Najib: kuasa Agong dari segi technical saja,Pengampunan Najib: kuasa Agong dari segi technical saja
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,N288eHebtC8,2 bulan lalu,15:38,47912,"Masa depan Anwar dalam tangan Umno, kata Lim Kit Siang","Masa depan Anwar dalam tangan Umno, kata Lim Kit Siang"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,pTZ-WmGTXJI,2 bulan lalu,25:35,61862,Punca krisis saya dengan Anwar Ibrahim,Punca krisis saya dengan Anwar Ibrahim
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,nhsl20zXhHc,2 bulan lalu,19:57,59737,Anwar telah rahsiakan jenayah rasuah Dr Mahathir,Anwar telah rahsiakan jenayah rasuah Dr Mahathir
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,d230_J1Hcpw,2 bulan lalu,23:11,37170,Anwar akan menentukan pengampunan Najib,Anwar akan menentukan pengampunan Najib
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,QcEX5JfoY14,2 bulan lalu,13:31,43181,Anthony Loke dan DAP gembira Najib Razak dipenjara 12 tahun,Anthony Loke dan DAP gembira Najib Razak dipenjara 12 tahun
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,f7DfYg_zceg,2 bulan lalu,27:31,34475,Najib Razak: jahil ke jahat?,Najib Razak: jahil ke jahat?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,arKCRB7P5gI,2 bulan lalu,23:50,82308,Dokumen mahkamah: Perikatan Nasional dan bukan Pakatan Harapan menang PRU15,Dokumen mahkamah: Perikatan Nasional dan bukan Pakatan Harapan menang PRU15
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,PXCgzcrBePs,3 bulan lalu,22:24,49545,Zahid tikam belakang Najib tiga kali,Zahid tikam belakang Najib tiga kali
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,HUq6TcKVHPY,3 bulan lalu,4:44,26760,RCI mende lagi?,RCI mende lagi?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,cCC-L_p5a3E,3 bulan lalu,27:29,32837,Pakatan Harapan menang PRU14/15 sebab 1MDB,Pakatan Harapan menang PRU14/15 sebab 1MDB
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,aM1Q-7kEtgs,3 bulan lalu,16:29,68564,Penyokong BossKu sudah tak tahu mana nak letak muka,Penyokong BossKu sudah tak tahu mana nak letak muka
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,coJKdciHtww,3 bulan lalu,23:39,58393,Najib dalam jail: sebab apa salahkan Muhyiddin dan Ismail Sabri pulak?,Najib dalam jail: sebab apa salahkan Muhyiddin dan Ismail Sabri pulak?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,ocgt_HwfK08,3 bulan lalu,7:53,34146,Najib bebas tak hari ini?,Najib bebas tak hari ini?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,UJtap-oIk-c,3 bulan lalu,34:28,61840,Zahid sudah ‘jual’ Najib,Zahid sudah ‘jual’ Najib
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,jtR7t7VBKeU,3 bulan lalu,15:08,72424,Madani kepala bapak,Madani kepala bapak
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,LXZ__xFvRss,3 bulan lalu,9:36,73150,Mahathir akan jatuhkan Anwar,Mahathir akan jatuhkan Anwar
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,zm4ppbFnc5k,3 bulan lalu,8:06,36117,Dr Mahathir cabar Anwar: buktikan tuduhan awak,Dr Mahathir cabar Anwar: buktikan tuduhan awak
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,7jeOsJavUVE,3 bulan lalu,10:07,20289,Harga makanan di Malaysia naik 7% setiap bulan,Harga makanan di Malaysia naik 7% setiap bulan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,iwmYpL0fXvE,3 bulan lalu,18:09,38310,Isu Yayasan Albukhary backfire atas Pakatan Harapan,Isu Yayasan Albukhary backfire atas Pakatan Harapan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:44,sKvuw7bOpqQ,3 bulan lalu,23:17,39131,Scandal Yayasan Albukhary: siapa tipu siapa?,Scandal Yayasan Albukhary: siapa tipu siapa?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,8P2FBmXPdTU,3 bulan lalu,18:05,56483,Charge rasuah terhadap Muhyiddin Yassin cacat,Charge rasuah terhadap Muhyiddin Yassin cacat
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,NEYRcOuYAMU,3 bulan lalu,17:50,75627,Sebab apa Syed Mokhtar belum ditangkap dan status tax exempt Yayasan Albukhary belum dibatal?,Sebab apa Syed Mokhtar belum ditangkap dan status tax exempt Yayasan Albukhary belum dibatal?
